"","first_half","second_half","method","n"
"gene18268",-Inf,-1.23592889952789,"CARseq LFC","Total sample size in a half = 100"
"gene18278",-0.517229993097502,0.888154421944896,"CARseq LFC","Total sample size in a half = 100"
"gene18288",1.30107137798496,0.748113188886367,"CARseq LFC","Total sample size in a half = 100"
"gene18298",1.49276136102193,0.53955165379449,"CARseq LFC","Total sample size in a half = 100"
"gene18308",0.0472412863849363,0.573633885679436,"CARseq LFC","Total sample size in a half = 100"
"gene183112",2.89018469525937,0.731591781419952,"CARseq LFC","Total sample size in a half = 100"
"gene183210",1.00966809054007,0.839350008093026,"CARseq LFC","Total sample size in a half = 100"
"gene18338",1.63461102652141,-0.0116976909464577,"CARseq LFC","Total sample size in a half = 100"
"gene18348",0.976857942695084,0.672763849807341,"CARseq LFC","Total sample size in a half = 100"
"gene18358",-0.00870646061238967,3.14026538415911,"CARseq LFC","Total sample size in a half = 100"
"gene18368",1.39137340661062,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene18378",0.912463297381975,0.392701145855091,"CARseq LFC","Total sample size in a half = 100"
"gene18388",0.552767789895367,0.76068517246322,"CARseq LFC","Total sample size in a half = 100"
"gene18398",-0.547014396587289,1.24995801385095,"CARseq LFC","Total sample size in a half = 100"
"gene18408",1.09371441474098,1.69478521294756,"CARseq LFC","Total sample size in a half = 100"
"gene184112",-0.275169066894153,1.53086973509065,"CARseq LFC","Total sample size in a half = 100"
"gene184210",0.756530107651418,0.715341618508791,"CARseq LFC","Total sample size in a half = 100"
"gene18438",1.01772230674923,0.607300519187579,"CARseq LFC","Total sample size in a half = 100"
"gene18448",0.88424055552654,0.606973377168017,"CARseq LFC","Total sample size in a half = 100"
"gene18458",0.390740865387724,0.913091809437197,"CARseq LFC","Total sample size in a half = 100"
"gene18468",1.15846813050705,0.729740085107459,"CARseq LFC","Total sample size in a half = 100"
"gene18478",0.952868688048399,0.529986142713635,"CARseq LFC","Total sample size in a half = 100"
"gene18488",-Inf,0.74343991252554,"CARseq LFC","Total sample size in a half = 100"
"gene18498",0.914178197440899,2.54151514573762,"CARseq LFC","Total sample size in a half = 100"
"gene18508",0.802455239633912,0.541590651318869,"CARseq LFC","Total sample size in a half = 100"
"gene185112",0.536644328072987,0.60017979933586,"CARseq LFC","Total sample size in a half = 100"
"gene185210",-0.174636497569556,0.843698116571596,"CARseq LFC","Total sample size in a half = 100"
"gene18538",0.52520580441596,0.674717767933845,"CARseq LFC","Total sample size in a half = 100"
"gene18548",0.859719833384717,1.14489740574115,"CARseq LFC","Total sample size in a half = 100"
"gene18558",Inf,0.69736439045159,"CARseq LFC","Total sample size in a half = 100"
"gene18568",-Inf,0.00393680791645878,"CARseq LFC","Total sample size in a half = 100"
"gene18578",1.19796918444421,0.763817690476598,"CARseq LFC","Total sample size in a half = 100"
"gene18588",0.500568948279953,0.129170164578041,"CARseq LFC","Total sample size in a half = 100"
"gene18598",1.60480327503441,0.976490733700155,"CARseq LFC","Total sample size in a half = 100"
"gene18608",1.52201801703886,-0.161737090601314,"CARseq LFC","Total sample size in a half = 100"
"gene186112",1.02667891435814,0.761575490803428,"CARseq LFC","Total sample size in a half = 100"
"gene186210",0.513512157121591,-0.121707291927331,"CARseq LFC","Total sample size in a half = 100"
"gene18638",1.41010138655523,0.892042265532337,"CARseq LFC","Total sample size in a half = 100"
"gene18648",0.218507992978107,0.763175821121821,"CARseq LFC","Total sample size in a half = 100"
"gene18658",0.908500625719357,0.0894105719867545,"CARseq LFC","Total sample size in a half = 100"
"gene18668",0.607232328229351,0.471982922060945,"CARseq LFC","Total sample size in a half = 100"
"gene18678",0.427424738955927,0.429576470089437,"CARseq LFC","Total sample size in a half = 100"
"gene18688",0.736394543745695,0.0539775475553559,"CARseq LFC","Total sample size in a half = 100"
"gene18698",Inf,0.624934799833942,"CARseq LFC","Total sample size in a half = 100"
"gene18708",0.743592093927524,0.45134695319773,"CARseq LFC","Total sample size in a half = 100"
"gene187112",0.909932527025219,-0.390034588171927,"CARseq LFC","Total sample size in a half = 100"
"gene187210",0.510028905039633,0.971120421199403,"CARseq LFC","Total sample size in a half = 100"
"gene18738",0.297688636955496,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene18748",0.510902872655308,0.635587857561784,"CARseq LFC","Total sample size in a half = 100"
"gene18758",0.71935605769275,0.46615950039885,"CARseq LFC","Total sample size in a half = 100"
"gene18768",NA,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene18778",1.01326361547944,0.536028557524186,"CARseq LFC","Total sample size in a half = 100"
"gene18788",1.65831092021953,-0.231675368788179,"CARseq LFC","Total sample size in a half = 100"
"gene18798",0.113724578748312,0.236739029160832,"CARseq LFC","Total sample size in a half = 100"
"gene18808",0.775104008177826,1.19133225231101,"CARseq LFC","Total sample size in a half = 100"
"gene188112",0.611223777802902,0.60303542026428,"CARseq LFC","Total sample size in a half = 100"
"gene188210",0.150597388813877,0.131980027116541,"CARseq LFC","Total sample size in a half = 100"
"gene18838",0.769512848502602,0.477695012943266,"CARseq LFC","Total sample size in a half = 100"
"gene18848",4.32184663496481,0.867606130422314,"CARseq LFC","Total sample size in a half = 100"
"gene18858",0.814228888324443,0.704960970360648,"CARseq LFC","Total sample size in a half = 100"
"gene18868",0.557963797073427,0.807902880404942,"CARseq LFC","Total sample size in a half = 100"
"gene18878",-0.235334735120542,1.01172453044653,"CARseq LFC","Total sample size in a half = 100"
"gene18888",0.259895248564097,0.403368331414247,"CARseq LFC","Total sample size in a half = 100"
"gene18898",0.905076748962022,0.0427956288295372,"CARseq LFC","Total sample size in a half = 100"
"gene18908",0.821480434538707,0.726357649296903,"CARseq LFC","Total sample size in a half = 100"
"gene189112",0.904131596782679,NA,"CARseq LFC","Total sample size in a half = 100"
"gene189210",1.17004101735107,-0.629790860469292,"CARseq LFC","Total sample size in a half = 100"
"gene18938",0.765656194886537,1.05980434664817,"CARseq LFC","Total sample size in a half = 100"
"gene18948",-0.0668902463257202,-0.133186644308387,"CARseq LFC","Total sample size in a half = 100"
"gene18958",0.374793863943253,0.504312167742184,"CARseq LFC","Total sample size in a half = 100"
"gene18968",0.0704376103198694,2.22526167624235,"CARseq LFC","Total sample size in a half = 100"
"gene18978",2.94651785897382,1.82874079981609,"CARseq LFC","Total sample size in a half = 100"
"gene18988",1.33250949730634,0.4361902611239,"CARseq LFC","Total sample size in a half = 100"
"gene18998",1.03150074168975,0.782472350901506,"CARseq LFC","Total sample size in a half = 100"
"gene19008",0.594543307088564,0.00256530602606553,"CARseq LFC","Total sample size in a half = 100"
"gene190112",0.887566976661557,0.146968517193576,"CARseq LFC","Total sample size in a half = 100"
"gene190210",0.634580690069468,1.95521377070854,"CARseq LFC","Total sample size in a half = 100"
"gene19038",0.934633135194122,0.755430684063835,"CARseq LFC","Total sample size in a half = 100"
"gene19048",0.246170514091045,0.516884888519273,"CARseq LFC","Total sample size in a half = 100"
"gene19058",1.32618517149326,0.183789993497172,"CARseq LFC","Total sample size in a half = 100"
"gene19068",0.637458750481188,1.03684625604229,"CARseq LFC","Total sample size in a half = 100"
"gene19078",0.455685282308085,0.199664124527849,"CARseq LFC","Total sample size in a half = 100"
"gene19088",1.00161845892155,-0.0848861933103556,"CARseq LFC","Total sample size in a half = 100"
"gene19098",0.58572805783575,0.957211523588866,"CARseq LFC","Total sample size in a half = 100"
"gene191012",0.462503246673831,0.456934707393917,"CARseq LFC","Total sample size in a half = 100"
"gene191112",1.32356115116325,2.55877061358354,"CARseq LFC","Total sample size in a half = 100"
"gene191211",Inf,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene19139",-Inf,NA,"CARseq LFC","Total sample size in a half = 100"
"gene19148",0.256137481857154,-1.13709723746934,"CARseq LFC","Total sample size in a half = 100"
"gene19158",1.16198079757775,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene19168",1.20770771513175,0.944650741134939,"CARseq LFC","Total sample size in a half = 100"
"gene19178",2.05161648997109,0.265659504305509,"CARseq LFC","Total sample size in a half = 100"
"gene19188",0.696575983716975,0.720523848796379,"CARseq LFC","Total sample size in a half = 100"
"gene19198",0.88143500433326,0.727435113637728,"CARseq LFC","Total sample size in a half = 100"
"gene19208",0.617372884692227,0.751720587344276,"CARseq LFC","Total sample size in a half = 100"
"gene192112",0.59761291271397,0.387463466513096,"CARseq LFC","Total sample size in a half = 100"
"gene192210",1.37012045327501,0.742688753275099,"CARseq LFC","Total sample size in a half = 100"
"gene19238",-1.40984173053381,0.125188894353652,"CARseq LFC","Total sample size in a half = 100"
"gene19248",0.278945912505207,1.19309076048818,"CARseq LFC","Total sample size in a half = 100"
"gene19258",0.215388547578285,0.242134731729216,"CARseq LFC","Total sample size in a half = 100"
"gene19268",0.814359856416636,0.961557623609445,"CARseq LFC","Total sample size in a half = 100"
"gene19278",1.18087848290414,0.345923608595753,"CARseq LFC","Total sample size in a half = 100"
"gene19288",0.672196557509138,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene19298",0.659649572834487,1.22366428695118,"CARseq LFC","Total sample size in a half = 100"
"gene19308",0.298780996368611,1.4411642471133,"CARseq LFC","Total sample size in a half = 100"
"gene193112",0.996575701434172,0.635120644746841,"CARseq LFC","Total sample size in a half = 100"
"gene193210",0.737238040169969,1.35912566341146,"CARseq LFC","Total sample size in a half = 100"
"gene19338",0.920816190553345,0.614293379835405,"CARseq LFC","Total sample size in a half = 100"
"gene19348",0.551407987058946,0.607319738237557,"CARseq LFC","Total sample size in a half = 100"
"gene19358",0.854175517180238,0.851085876046109,"CARseq LFC","Total sample size in a half = 100"
"gene19368",0.930328251887101,0.775097669847911,"CARseq LFC","Total sample size in a half = 100"
"gene19378",-0.408437341507046,0.38281548694725,"CARseq LFC","Total sample size in a half = 100"
"gene19388",-0.0235149319158484,0.344684965683102,"CARseq LFC","Total sample size in a half = 100"
"gene19398",-0.114647297525202,0.895446290793733,"CARseq LFC","Total sample size in a half = 100"
"gene19408",0.259935174385053,0.566931198879549,"CARseq LFC","Total sample size in a half = 100"
"gene194112",0.370702325229805,-0.842875829121626,"CARseq LFC","Total sample size in a half = 100"
"gene194210",1.42174203673094,0.585281294017646,"CARseq LFC","Total sample size in a half = 100"
"gene19438",1.04187712485418,0.300592180246878,"CARseq LFC","Total sample size in a half = 100"
"gene19448",0.875612542420885,0.705235442897345,"CARseq LFC","Total sample size in a half = 100"
"gene19458",1.42602036522716,0.245536702340641,"CARseq LFC","Total sample size in a half = 100"
"gene19468",-0.209263189420944,0.939152662671851,"CARseq LFC","Total sample size in a half = 100"
"gene19478",-Inf,0.374112987244821,"CARseq LFC","Total sample size in a half = 100"
"gene19488",1.54326113527766,-0.566470184028452,"CARseq LFC","Total sample size in a half = 100"
"gene19498",1.51005622520441,1.11441876649007,"CARseq LFC","Total sample size in a half = 100"
"gene19508",0.337222537607248,-0.597948223388572,"CARseq LFC","Total sample size in a half = 100"
"gene195112",0.761404226024724,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene195210",0.954595105491825,0.51724519513853,"CARseq LFC","Total sample size in a half = 100"
"gene19538",0.105231264538793,1.00629782604695,"CARseq LFC","Total sample size in a half = 100"
"gene19548",0.62736174493392,-0.49513609206266,"CARseq LFC","Total sample size in a half = 100"
"gene19558",-0.119092544835271,0.491010832938627,"CARseq LFC","Total sample size in a half = 100"
"gene19568",-2.83860623277183,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene19578",-0.631328067518067,1.1895675977491,"CARseq LFC","Total sample size in a half = 100"
"gene19588",0.798234965003179,0.355265172785587,"CARseq LFC","Total sample size in a half = 100"
"gene19598",0.167472750112289,0.675550807006335,"CARseq LFC","Total sample size in a half = 100"
"gene19608",0.710510451946473,0.349828522091117,"CARseq LFC","Total sample size in a half = 100"
"gene196112",1.10357363274228,0.5483481483499,"CARseq LFC","Total sample size in a half = 100"
"gene196210",0.814997063230875,0.806497754622293,"CARseq LFC","Total sample size in a half = 100"
"gene19638",0.579401231640501,0.643038872083244,"CARseq LFC","Total sample size in a half = 100"
"gene19648",0.167415592370519,0.758537802978571,"CARseq LFC","Total sample size in a half = 100"
"gene19658",0.298691307764142,0.126824780403206,"CARseq LFC","Total sample size in a half = 100"
"gene19668",0.558754484315722,1.08554262303996,"CARseq LFC","Total sample size in a half = 100"
"gene19678",6.85176241119857,0.852357233777445,"CARseq LFC","Total sample size in a half = 100"
"gene19688",0.887876253130797,0.377261767562409,"CARseq LFC","Total sample size in a half = 100"
"gene19698",NA,2.2918894042783,"CARseq LFC","Total sample size in a half = 100"
"gene19708",0.877498516764343,0.62691759410892,"CARseq LFC","Total sample size in a half = 100"
"gene197112",0.635324644566452,0.900552424193518,"CARseq LFC","Total sample size in a half = 100"
"gene197210",0.415604807353906,0.630424031711705,"CARseq LFC","Total sample size in a half = 100"
"gene19738",-0.17895457133178,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene19748",0.623336264692059,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene19758",0.734600068926344,0.521375601608221,"CARseq LFC","Total sample size in a half = 100"
"gene19768",0.650498874173801,0.875852983912212,"CARseq LFC","Total sample size in a half = 100"
"gene19778",0.662846295441974,0.308976948154422,"CARseq LFC","Total sample size in a half = 100"
"gene19788",1.14965365561049,0.299915477380383,"CARseq LFC","Total sample size in a half = 100"
"gene19798",Inf,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene19808",0.642861055985234,0.295256688537531,"CARseq LFC","Total sample size in a half = 100"
